type,ms,gps_valid,lat,lon,gps_alt_mm,heading,fix_type,sats,imu_valid,ax,ay,az,gx,gy,gz,imu_temp_c,alt1_valid,alt1_pressure_mbar,alt1_temp_c,alt1_alt_m,alt2_valid,alt2_pressure_mbar,alt2_temp_c,alt2_alt_m
T,3560189,1,353479140,-1178094369,631372,20989990,3,32,1,-9.844,0.397,0.268,0.007,-0.013,0.005,66.98,1,940.82,46.44,669.26,1,938.60,47.36,640.90
T,3561285,1,353479138,-1178094379,631379,20989990,3,32,1,-9.839,0.416,0.211,0.009,-0.015,0.005,66.88,1,940.80,46.42,669.43,1,938.64,47.35,640.55
T,3562272,1,353479135,-1178094389,631444,20989990,3,31,1,-9.858,0.392,0.325,0.009,-0.013,0.006,66.93,1,940.77,46.40,669.70,1,938.60,47.33,640.90
T,3563261,1,353479134,-1178094395,631511,20989990,3,32,1,-9.858,0.431,0.306,0.006,-0.012,0.006,67.20,1,940.77,46.45,669.70,1,938.57,47.38,641.17
T,3564249,1,353479136,-1178094400,631539,20989990,3,32,1,-9.858,0.407,0.335,0.009,-0.012,0.006,67.25,1,940.79,46.49,669.52,1,938.58,47.44,641.08
T,3565235,1,353479136,-1178094403,631538,20989990,3,32,1,-9.844,0.407,0.364,0.007,-0.015,0.005,67.32,1,940.74,46.52,669.96,1,938.60,47.46,640.90
T,3566219,1,353479135,-1178094406,631572,20989990,3,32,1,-9.854,0.416,0.373,0.006,-0.013,0.005,67.32,1,940.76,46.53,669.79,1,938.65,47.47,640.46
T,3567208,1,353479135,-1178094407,631553,20989990,3,32,1,-9.854,0.431,0.345,0.009,-0.013,0.006,67.32,1,940.77,46.54,669.70,1,938.58,47.49,641.08
T,3568194,1,353479133,-1178094410,631617,20989990,3,32,1,-9.849,0.435,0.349,0.005,-0.015,0.006,67.35,1,940.81,46.54,669.35,1,938.61,47.51,640.81
T,3569281,1,353479130,-1178094414,631684,20989990,3,32,1,-9.858,0.412,0.330,0.009,-0.013,0.006,67.32,1,940.76,46.56,669.79,1,938.63,47.53,640.64
T,3570270,1,353479127,-1178094418,631657,20989990,3,32,1,-9.858,0.392,0.359,0.006,-0.012,0.006,67.36,1,940.75,46.57,669.88,1,938.57,47.54,641.17
T,3571254,1,353479125,-1178094421,631636,20989990,3,32,1,-9.858,0.407,0.354,0.006,-0.012,0.006,67.34,1,940.79,46.57,669.52,1,938.63,47.54,640.64
T,3572241,1,353479121,-1178094425,631645,20989990,3,32,1,-9.863,0.416,0.325,0.007,-0.012,0.006,67.39,1,940.78,46.58,669.61,1,938.58,47.54,641.08
T,3573229,1,353479120,-1178094423,631604,20989990,3,32,1,-9.863,0.407,0.340,0.007,-0.012,0.006,67.39,1,940.78,46.59,669.61,1,938.62,47.57,640.72
T,3574217,1,353479118,-1178094423,631589,20989990,3,32,1,-9.858,0.416,0.330,0.006,-0.013,0.006,67.40,1,940.75,46.61,669.88,1,938.57,47.59,641.17
T,3575207,1,353479118,-1178094422,631592,20989990,3,32,1,-9.858,0.416,0.330,0.007,-0.012,0.005,67.40,1,940.77,46.62,669.70,1,938.61,47.60,640.81
T,3576195,1,353479116,-1178094420,631555,20989990,3,32,1,-9.858,0.426,0.349,0.006,-0.013,0.005,67.42,1,940.75,46.62,669.88,1,938.61,47.59,640.81
T,3577286,1,353479116,-1178094418,631468,20989990,3,32,1,-9.854,0.435,0.345,0.007,-0.012,0.007,67.45,1,940.76,46.61,669.79,1,938.63,47.59,640.64
T,3578272,1,353479116,-1178094419,631371,20989990,3,32,1,-9.854,0.435,0.364,0.006,-0.015,0.005,67.46,1,940.75,46.60,669.88,1,938.62,47.59,640.72
T,3579259,1,353479116,-1178094422,631266,20989990,3,32,1,-9.858,0.397,0.359,0.005,-0.011,0.007,67.44,1,940.79,46.58,669.52,1,938.56,47.57,641.26
T,3580245,1,353479118,-1178094424,631091,20989990,3,32,1,-9.858,0.407,0.301,0.005,-0.012,0.006,67.39,1,940.79,46.59,669.52,1,938.60,47.59,640.90
T,3581232,1,353479119,-1178094426,630983,20989990,3,32,1,-9.858,0.397,0.230,0.007,-0.015,0.007,66.95,1,940.75,46.48,669.88,1,938.57,47.50,641.17
T,3582218,1,353479120,-1178094428,630858,20989990,3,32,1,-9.844,0.407,0.187,0.006,-0.013,0.006,66.82,1,940.77,46.36,669.70,1,938.58,47.37,641.08
T,3583310,1,353479120,-1178094431,630783,20989990,3,32,1,-9.849,0.407,0.230,0.007,-0.012,0.005,66.89,1,940.73,46.34,670.05,1,938.60,47.35,640.90
T,3584199,1,353479120,-1178094437,630701,20989990,3,32,1,-9.844,0.388,0.301,0.006,-0.012,0.006,67.00,1,940.72,46.38,670.14,1,938.63,47.32,640.64
T,3585287,1,353479120,-1178094436,630602,20989990,3,32,1,-9.858,0.402,0.297,0.005,-0.013,0.005,67.10,1,940.75,46.42,669.88,1,938.60,47.34,640.90
T,3586274,1,353479119,-1178094436,630528,20989990,3,32,1,-9.854,0.431,0.325,0.007,-0.013,0.006,67.21,1,940.74,46.46,669.96,1,938.63,47.40,640.64
T,3587268,1,353479118,-1178094438,630484,20989990,3,32,1,-9.863,0.407,0.301,0.005,-0.013,0.006,67.21,1,940.77,46.46,669.70,1,938.58,47.40,641.08
T,3588256,1,353479116,-1178094436,630416,20989990,3,32,1,-9.858,0.416,0.306,0.006,-0.013,0.006,67.23,1,940.74,46.47,669.96,1,938.59,47.40,640.99
T,3589242,1,353479115,-1178094433,630370,20989990,3,32,1,-9.858,0.416,0.287,0.006,-0.012,0.006,67.30,1,940.76,46.50,669.79,1,938.61,47.45,640.81
T,3590229,1,353479112,-1178094428,630334,20989990,3,32,1,-9.854,0.421,0.321,0.007,-0.013,0.007,67.29,1,940.76,46.52,669.79,1,938.61,47.46,640.81
T,3591214,1,353479110,-1178094425,630337,20989990,3,32,1,-9.858,0.426,0.325,0.006,-0.012,0.006,67.31,1,940.77,46.55,669.70,1,938.63,47.48,640.64
T,3592199,1,353479109,-1178094423,630315,20989990,3,31,1,-9.863,0.431,0.340,0.006,-0.012,0.006,67.29,1,940.74,46.57,669.96,1,938.63,47.50,640.64
T,3593295,1,353479109,-1178094418,630284,20989990,3,32,1,-9.849,0.416,0.282,0.006,-0.012,0.006,67.23,1,940.69,46.52,670.41,1,938.62,47.46,640.72
T,3594281,1,353479108,-1178094413,630257,20989990,3,32,1,-9.868,0.402,0.301,0.006,-0.012,0.006,67.09,1,940.72,46.48,670.14,1,938.58,47.44,641.08
T,3595270,1,353479106,-1178094408,630148,20989990,3,32,1,-9.863,0.412,0.301,0.007,-0.012,0.006,67.22,1,940.73,46.48,670.05,1,938.60,47.45,640.90
T,3596261,1,353479104,-1178094404,630036,20989990,3,32,1,-9.868,0.407,0.321,0.007,-0.013,0.006,67.25,1,940.76,46.48,669.79,1,938.60,47.41,640.90
T,3597251,1,353479104,-1178094399,629948,20989990,3,32,1,-9.854,0.397,0.239,0.006,-0.013,0.006,67.14,1,940.80,46.51,669.43,1,938.61,47.43,640.81
T,3598236,1,353479105,-1178094395,629860,20989990,3,32,1,-9.858,0.416,0.273,0.007,-0.013,0.005,67.07,1,940.76,46.48,669.79,1,938.61,47.42,640.81
T,3599223,1,353479105,-1178094390,629764,20989990,3,32,1,-9.868,0.407,0.321,0.005,-0.015,0.006,67.24,1,940.74,46.50,669.96,1,938.57,47.43,641.17
T,3600209,1,353479105,-1178094385,629676,20989990,3,32,1,-9.858,0.421,0.349,0.005,-0.013,0.006,67.29,1,940.74,46.54,669.96,1,938.58,47.49,641.08
T,3601296,1,353479107,-1178094381,629629,20989990,3,32,1,-9.854,0.421,0.345,0.006,-0.012,0.006,67.36,1,940.74,46.57,669.96,1,938.61,47.52,640.81
T,3602282,1,353479111,-1178094375,629560,20989990,3,32,1,-9.858,0.412,0.340,0.007,-0.012,0.007,67.36,1,940.71,46.59,670.23,1,938.55,47.55,641.35
T,3603272,1,353479112,-1178094373,629504,20989990,3,32,1,-9.849,0.421,0.340,0.006,-0.012,0.006,67.43,1,940.79,46.60,669.52,1,938.62,47.58,640.72
T,3604256,1,353479113,-1178094371,629469,20989990,3,31,1,-9.854,0.431,0.340,0.006,-0.015,0.005,67.36,1,940.71,46.61,670.23,1,938.54,47.59,641.43
T,3605314,1,353479115,-1178094365,629415,20989990,3,31,1,-9.854,0.416,0.321,0.007,-0.012,0.006,67.39,1,940.73,46.62,670.05,1,938.58,47.61,641.08
T,3606206,1,353479117,-1178094357,629345,20989990,3,31,1,-9.858,0.416,0.263,0.009,-0.012,0.006,67.38,1,940.72,46.62,670.14,1,938.60,47.58,640.90
T,3607293,1,353479118,-1178094350,629271,20989990,3,32,1,-9.854,0.426,0.321,0.006,-0.013,0.006,67.34,1,940.79,46.58,669.52,1,938.59,47.54,640.99
T,3608281,1,353479120,-1178094343,629203,20989990,3,32,1,-9.849,0.407,0.321,0.007,-0.013,0.006,67.27,1,940.75,46.57,669.88,1,938.58,47.51,641.08
T,3609274,1,353479122,-1178094333,629157,20989990,3,31,1,-9.849,0.421,0.321,0.007,-0.013,0.005,67.30,1,940.74,46.60,669.96,1,938.59,47.53,640.99
T,3610259,1,353479122,-1178094327,629089,20989990,3,32,1,-9.849,0.426,0.316,0.005,-0.013,0.005,67.31,1,940.78,46.62,669.61,1,938.59,47.56,640.99
T,3611243,1,353479125,-1178094318,629022,20989990,3,31,1,-9.854,0.416,0.316,0.006,-0.013,0.006,67.33,1,940.76,46.61,669.79,1,938.56,47.54,641.26
T,3612231,1,353479126,-1178094312,628994,20989990,3,31,1,-9.854,0.421,0.349,0.007,-0.013,0.006,67.37,1,940.74,46.62,669.96,1,938.59,47.57,640.99
T,3613221,1,353479129,-1178094303,628938,20989990,3,32,1,-9.858,0.421,0.349,0.009,-0.013,0.006,67.43,1,940.74,46.64,669.96,1,938.58,47.61,641.08
T,3614206,1,353479131,-1178094295,628873,20989990,3,32,1,-9.858,0.431,0.345,0.006,-0.012,0.005,67.46,1,940.73,46.66,670.05,1,938.56,47.63,641.26
T,3615191,1,353479132,-1178094292,628821,20989990,3,32,1,-9.858,0.407,0.349,0.006,-0.013,0.005,67.50,1,940.74,46.67,669.96,1,938.57,47.64,641.17
T,3616281,1,353479128,-1178094293,628841,20989990,3,31,1,-9.858,0.407,0.340,0.006,-0.013,0.006,67.52,1,940.78,46.64,669.61,1,938.58,47.63,641.08
T,3617265,1,353479126,-1178094293,628768,20989990,3,31,1,-9.854,0.426,0.340,0.007,-0.013,0.005,67.53,1,940.76,46.66,669.79,1,938.55,47.65,641.35
T,3618252,1,353479124,-1178094293,628673,20989990,3,31,1,-9.863,0.421,0.340,0.006,-0.015,0.005,67.51,1,940.77,46.69,669.70,1,938.59,47.65,640.99
T,3619240,1,353479123,-1178094292,628570,20989990,3,31,1,-9.863,0.412,0.340,0.006,-0.013,0.006,67.54,1,940.72,46.70,670.14,1,938.59,47.68,640.99
T,3620232,1,353479123,-1178094291,628477,20989990,3,32,1,-9.868,0.416,0.359,0.006,-0.013,0.006,67.54,1,940.71,46.72,670.23,1,938.56,47.70,641.26
T,3621217,1,353479121,-1178094289,628447,20989990,3,32,1,-9.858,0.407,0.354,0.007,-0.013,0.005,67.56,1,940.74,46.74,669.96,1,938.57,47.72,641.17
T,3622202,1,353479119,-1178094287,628408,20989990,3,32,1,-9.854,0.407,0.349,0.007,-0.012,0.006,67.55,1,940.73,46.75,670.05,1,938.61,47.73,640.81
T,3623190,1,353479118,-1178094286,628350,20989990,3,32,1,-9.863,0.407,0.340,0.006,-0.015,0.006,67.52,1,940.74,46.72,669.96,1,938.57,47.70,641.17
T,3624278,1,353479119,-1178094284,628271,20989990,3,31,1,-9.849,0.402,0.345,0.005,-0.013,0.006,67.55,1,940.74,46.72,669.96,1,938.60,47.71,640.90
T,3625264,1,353479117,-1178094284,628215,20989990,3,32,1,-9.858,0.421,0.359,0.005,-0.013,0.005,67.55,1,940.79,46.73,669.52,1,938.55,47.74,641.35
T,3626251,1,353479117,-1178094285,628143,20989990,3,31,1,-9.854,0.392,0.287,0.007,-0.013,0.005,67.56,1,940.78,46.75,669.61,1,938.56,47.75,641.26
T,3627242,1,353479119,-1178094286,628043,20989990,3,32,1,-9.854,0.426,0.359,0.006,-0.015,0.006,67.59,1,940.73,46.77,670.05,1,938.59,47.77,640.99
T,3628231,1,353479118,-1178094287,627943,20989990,3,32,1,-9.844,0.435,0.354,0.007,-0.013,0.005,67.61,1,940.75,46.79,669.88,1,938.60,47.79,640.90
T,3629218,1,353479115,-1178094287,627867,20989990,3,32,1,-9.854,0.426,0.330,0.004,-0.013,0.006,67.52,1,940.73,46.77,670.05,1,938.64,47.77,640.55
T,3630204,1,353479113,-1178094291,627769,20989990,3,32,1,-9.844,0.421,0.211,0.006,-0.013,0.007,67.21,1,940.75,46.69,669.88,1,938.58,47.69,641.08
T,3631189,1,353479111,-1178094296,627677,20989990,3,32,1,-9.849,0.416,0.282,0.004,-0.013,0.006,67.27,1,940.70,46.65,670.32,1,938.58,47.63,641.08
T,3632277,1,353479110,-1178094301,627570,20989990,3,32,1,-9.854,0.440,0.368,0.006,-0.013,0.006,67.48,1,940.73,46.66,670.05,1,938.56,47.64,641.26
T,3633265,1,353479111,-1178094301,627516,20989990,3,32,1,-9.858,0.412,0.292,0.006,-0.013,0.005,67.38,1,940.78,46.69,669.61,1,938.62,47.67,640.72
T,3634257,1,353479110,-1178094303,627419,20989990,3,32,1,-9.863,0.407,0.215,0.005,-0.013,0.005,67.02,1,940.76,46.59,669.79,1,938.54,47.58,641.43
T,3635249,1,353479109,-1178094305,627325,20989990,3,31,1,-9.849,0.388,0.306,0.007,-0.013,0.006,67.21,1,940.76,46.57,669.79,1,938.60,47.55,640.90
T,3636235,1,353479108,-1178094305,627215,20989990,3,32,1,-9.849,0.407,0.158,0.007,-0.012,0.006,66.66,1,940.75,46.52,669.88,1,938.62,47.52,640.72
T,3637222,1,353479110,-1178094304,627122,20989990,3,32,1,-9.849,0.421,0.196,0.006,-0.013,0.006,66.53,1,940.73,46.38,670.05,1,938.60,47.44,640.90
T,3638207,1,353479112,-1178094301,627056,20989990,3,32,1,-9.858,0.407,0.167,0.007,-0.013,0.006,66.63,1,940.74,46.36,669.96,1,938.58,47.38,641.08
T,3639203,1,353479111,-1178094302,627021,20989990,3,32,1,-9.844,0.402,0.129,0.007,-0.013,0.006,66.65,1,940.75,46.37,669.88,1,938.60,47.37,640.90
T,3640192,1,353479110,-1178094303,626957,20989990,3,31,1,-9.858,0.402,0.177,0.005,-0.012,0.006,66.61,1,940.76,46.38,669.79,1,938.57,47.38,641.17
T,3641280,1,353479111,-1178094303,626898,20989990,3,31,1,-9.854,0.412,0.282,0.007,-0.013,0.005,66.84,1,940.70,46.39,670.32,1,938.54,47.41,641.43
T,3642269,1,353479115,-1178094299,626855,20989990,3,31,1,-9.854,0.407,0.177,0.009,-0.012,0.006,66.77,1,940.74,46.40,669.96,1,938.59,47.38,640.99
T,3643253,1,353479117,-1178094298,626764,20989990,3,31,1,-9.858,0.388,0.254,0.007,-0.012,0.006,66.83,1,940.72,46.38,670.14,1,938.57,47.30,641.17
T,3644243,1,353479122,-1178094295,626674,20989990,3,31,1,-9.854,0.402,0.244,0.006,-0.015,0.006,66.77,1,940.76,46.32,669.79,1,938.54,47.22,641.43
T,3645229,1,353479126,-1178094289,626598,20989990,3,32,1,-9.854,0.402,0.172,0.009,-0.013,0.006,66.73,1,940.73,46.29,670.05,1,938.57,47.21,641.17
T,3646218,1,353479132,-1178094279,626472,20989990,3,32,1,-9.844,0.388,0.033,0.006,-0.015,0.006,66.45,1,940.73,46.31,670.05,1,938.54,47.14,641.43
T,3647206,1,353479136,-1178094273,626365,20989990,3,31,1,-9.849,0.388,0.091,0.004,-0.012,0.005,66.30,1,940.76,46.24,669.79,1,938.55,47.04,641.35
T,3648191,1,353479139,-1178094269,626279,20989990,3,31,1,-9.844,0.388,-0.053,0.007,-0.013,0.006,66.25,1,940.79,46.20,669.52,1,938.60,47.06,640.90
T,3649283,1,353479140,-1178094271,626227,20989990,3,31,1,-9.854,0.373,0.081,0.011,-0.013,0.006,66.23,1,940.77,46.18,669.70,1,938.56,47.06,641.26
T,3650269,1,353479138,-1178094277,626205,20989990,3,31,1,-9.849,0.412,0.139,0.010,-0.013,0.005,66.23,1,940.71,46.15,670.23,1,938.56,47.07,641.26
T,3651256,1,353479138,-1178094282,626159,20989990,3,31,1,-9.858,0.383,-0.029,0.011,-0.012,0.005,66.14,1,940.76,46.10,669.79,1,938.61,47.01,640.81
T,3652248,1,353479135,-1178094290,626117,20989990,3,31,1,-9.844,0.402,0.187,0.004,-0.012,0.005,66.23,1,940.71,46.10,670.23,1,938.59,46.97,640.99
T,3653232,1,353479132,-1178094295,626048,20989990,3,31,1,-9.839,0.421,0.100,0.004,-0.012,0.005,66.07,1,940.76,46.08,669.79,1,938.55,46.93,641.35
T,3654219,1,353479136,-1178094294,625934,20989990,3,31,1,-9.854,0.392,0.077,0.004,-0.013,0.005,66.00,1,940.74,46.04,669.96,1,938.59,46.89,640.99
T,3655203,1,353479136,-1178094296,625851,20989990,3,31,1,-9.839,0.416,0.053,0.005,-0.013,0.005,65.97,1,940.79,45.97,669.52,1,938.57,46.86,641.17
T,3656292,1,353479140,-1178094296,625741,20989990,3,31,1,-9.849,0.426,0.062,0.010,-0.013,0.006,65.68,1,940.71,45.88,670.23,1,938.56,46.84,641.26
T,3657282,1,353479143,-1178094294,625630,20989990,3,31,1,-9.849,0.412,0.206,0.010,-0.013,0.005,65.95,1,940.76,45.84,669.79,1,938.55,46.83,641.35
T,3658270,1,353479146,-1178094292,625524,20989990,3,31,1,-9.844,0.488,0.297,0.009,-0.012,0.006,66.47,1,940.66,45.95,670.67,1,938.52,46.92,641.61
T,3659254,1,353479146,-1178094293,625436,20989990,3,31,1,-9.849,0.450,0.301,0.005,-0.012,0.006,66.61,1,940.72,46.02,670.14,1,938.55,46.96,641.35
T,3660240,1,353479149,-1178094291,625354,20989990,3,31,1,-9.839,0.383,0.134,0.004,-0.012,0.006,66.48,1,940.74,46.04,669.96,1,938.60,46.99,640.90
T,3661226,1,353479147,-1178094294,625341,20989990,3,31,1,-9.854,0.455,0.129,0.006,-0.013,0.006,66.38,1,940.76,46.02,669.79,1,938.55,46.98,641.35
T,3662210,1,353479150,-1178094294,625261,20989990,3,31,1,-9.839,0.479,0.038,-0.004,-0.013,0.005,65.98,1,940.77,45.97,669.70,1,938.60,46.95,640.90
T,3663204,1,353479154,-1178094294,625201,20989990,3,31,1,-9.844,0.483,0.105,0.001,-0.012,0.007,65.86,1,940.79,45.89,669.52,1,938.64,46.91,640.55
T,3664192,1,353479162,-1178094286,625068,20989990,3,31,1,-9.849,0.608,-0.072,-0.005,-0.013,0.006,65.48,1,940.74,45.81,669.96,1,938.68,46.82,640.19
T,3665285,1,353479169,-1178094284,624952,20989990,3,31,1,-9.835,0.359,0.105,0.000,-0.011,0.007,65.41,1,940.82,45.72,669.26,1,938.61,46.70,640.81
T,3666272,1,353479172,-1178094287,624901,20989990,3,31,1,-9.825,0.660,-0.148,-0.011,-0.005,0.001,65.19,1,940.66,45.66,670.67,1,938.57,46.53,641.17
T,3667263,1,353479176,-1178094286,624821,20989990,3,31,1,-9.863,0.273,0.110,0.005,-0.013,0.005,65.41,1,940.75,45.65,669.88,1,938.54,46.47,641.43
T,3668254,1,353479178,-1178094289,624769,20989990,3,31,1,-9.849,0.392,0.038,0.001,-0.012,0.006,65.54,1,940.74,45.67,669.96,1,938.61,46.55,640.81
T,3669240,1,353479178,-1178094291,624778,20989990,3,31,1,-9.849,0.469,0.220,0.005,-0.013,0.005,65.60,1,940.74,45.63,669.96,1,938.61,46.54,640.81
T,3670229,1,353479181,-1178094295,624761,20989990,3,31,1,-9.858,0.426,0.134,0.001,-0.013,0.006,65.71,1,940.70,45.66,670.32,1,938.56,46.59,641.26
T,3671319,1,353479176,-1178094304,624955,20989990,3,31,1,-9.844,0.407,0.244,0.006,-0.015,0.006,65.79,1,940.70,45.64,670.32,1,938.54,46.58,641.43
T,3672218,1,353479173,-1178094308,625109,20989990,3,31,1,-9.858,0.392,0.211,0.007,-0.012,0.005,65.92,1,940.72,45.65,670.14,1,938.55,46.61,641.35
T,3673205,1,353479174,-1178094310,625092,20989990,3,31,1,-9.839,0.412,0.096,0.005,-0.013,0.006,65.71,1,940.70,45.61,670.32,1,938.60,46.52,640.90
T,3674191,1,353479176,-1178094309,625039,20989990,3,31,1,-9.844,0.407,0.053,0.006,-0.015,0.007,65.46,1,940.76,45.56,669.79,1,938.59,46.47,640.99
T,3675281,1,353479176,-1178094308,625029,20989990,3,31,1,-9.839,0.335,0.024,0.011,-0.012,0.006,65.21,1,940.73,45.47,670.05,1,938.60,46.44,640.90
T,3676269,1,353479177,-1178094308,625017,20989990,3,32,1,-9.825,0.455,0.191,0.005,-0.017,0.006,65.06,1,940.73,45.43,670.05,1,938.60,46.44,640.90
T,3677256,1,353479178,-1178094308,624998,20989990,3,32,1,-9.839,0.144,0.043,0.007,-0.016,0.000,64.88,1,940.82,45.39,669.26,1,938.56,46.41,641.26
T,3678240,1,353479178,-1178094309,624962,20989990,3,32,1,-9.849,0.364,0.024,0.004,-0.020,0.005,64.85,1,940.70,45.31,670.32,1,938.57,46.37,641.17
T,3679227,1,353479178,-1178094311,624902,20989990,3,31,1,-9.825,0.766,0.144,0.004,-0.012,0.013,64.77,1,940.78,45.33,669.61,1,938.59,46.37,640.99
T,3680212,1,353479178,-1178094314,624876,20989990,3,31,1,-9.863,0.287,-0.335,0.017,-0.013,0.006,64.46,1,940.86,45.19,668.90,1,938.70,46.25,640.02
T,3681303,1,353479172,-1178094322,624992,20989990,3,32,1,-9.839,-0.010,-0.349,-0.017,-0.017,0.002,63.87,1,940.90,45.08,668.55,1,938.76,46.05,639.49
T,3682193,1,353479170,-1178094329,624983,20989990,3,32,1,-9.801,0.407,-0.278,0.004,-0.022,0.001,63.54,1,940.85,44.94,668.99,1,938.69,45.89,640.10
T,3683296,1,353479168,-1178094334,624961,20989990,3,32,1,-9.839,0.258,-0.402,0.011,-0.010,0.004,63.14,1,940.88,44.84,668.73,1,938.71,45.82,639.93
T,3684184,1,353479168,-1178094338,624899,20989990,3,32,1,-9.863,0.507,-0.067,0.000,-0.011,0.004,63.59,1,940.80,44.84,669.43,1,938.69,45.81,640.10
T,3685277,1,353479169,-1178094342,624826,20989990,3,32,1,-9.849,0.349,-0.407,0.004,-0.011,0.007,63.92,1,940.79,44.90,669.52,1,938.67,45.87,640.28
T,3686270,1,353479170,-1178094345,624749,20989990,3,31,1,-9.844,0.321,-0.311,0.010,-0.012,0.004,63.60,1,940.78,44.86,669.61,1,938.65,45.81,640.46
T,3687262,1,353479169,-1178094350,624652,20989990,3,31,1,-9.768,0.507,0.010,0.012,-0.012,0.009,63.21,1,940.77,44.76,669.70,1,938.64,45.69,640.55
T,3688247,1,353479171,-1178094349,624540,20989990,3,32,1,-9.835,0.364,-0.292,0.006,-0.013,0.006,63.18,1,940.75,44.70,669.88,1,938.61,45.53,640.81
T,3689240,1,353479171,-1178094350,624472,20989990,3,31,1,-9.863,0.407,-0.479,0.002,-0.012,0.006,63.08,1,940.74,44.67,669.96,1,938.59,45.45,640.99
T,3690232,1,353479169,-1178094352,624469,20989990,3,29,1,-9.835,0.440,-0.148,0.005,-0.012,0.006,63.18,1,940.81,44.58,669.35,1,938.64,45.34,640.55
T,3691225,1,353479165,-1178094357,624474,20989990,3,31,1,-9.815,0.373,-0.306,0.010,-0.013,0.007,63.14,1,940.77,44.53,669.70,1,938.62,45.33,640.72
T,3692217,1,353479162,-1178094361,624480,20989990,3,30,1,-9.868,0.321,-0.215,0.011,-0.011,0.004,62.70,1,940.79,44.41,669.52,1,938.65,45.27,640.46
T,3693209,1,353479158,-1178094364,624466,20989990,3,30,1,-9.777,0.287,-0.110,0.009,-0.016,0.005,62.68,1,940.81,44.35,669.35,1,938.64,45.13,640.55
T,3694299,1,353479151,-1178094371,624433,20989990,3,31,1,-9.825,0.445,-0.407,0.010,-0.013,0.006,62.41,1,940.88,44.35,668.73,1,938.73,45.12,639.75
T,3695289,1,353479142,-1178094382,624547,20989990,3,31,1,-9.820,0.354,-0.258,0.006,-0.012,0.004,62.54,1,940.79,44.30,669.52,1,938.69,45.10,640.10
T,3696282,1,353479137,-1178094383,624616,20989990,3,30,1,-9.811,0.225,-0.321,0.004,-0.012,0.006,62.54,1,940.79,44.24,669.52,1,938.64,45.04,640.55
T,3697274,1,353479132,-1178094386,624611,20989990,3,31,1,-9.806,0.479,-0.038,0.002,-0.011,0.007,63.24,1,940.87,44.28,668.82,1,938.67,45.13,640.28
T,3698267,1,353479125,-1178094387,624641,20989990,3,31,1,-9.868,0.278,-0.057,0.004,-0.016,0.006,63.63,1,940.77,44.36,669.70,1,938.64,45.25,640.55
T,3699258,1,353479121,-1178094388,624656,20989990,3,32,1,-9.839,0.258,-0.029,0.005,-0.015,0.004,63.41,1,940.79,44.34,669.52,1,938.61,45.23,640.81
T,3700251,1,353479115,-1178094391,624671,20989990,3,32,1,-9.839,0.359,-0.115,0.004,-0.010,0.004,62.98,1,940.78,44.24,669.61,1,938.63,45.07,640.64
T,3701241,1,353479110,-1178094393,624709,20989990,3,31,1,-9.835,0.450,-0.153,0.012,-0.012,0.005,62.88,1,940.78,44.18,669.61,1,938.66,45.00,640.37
T,3702231,1,353479107,-1178094393,624736,20989990,3,31,1,-9.825,0.239,-0.081,0.009,-0.011,0.006,63.01,1,940.83,44.15,669.17,1,938.65,44.96,640.46
T,3703223,1,353479102,-1178094393,624781,20989990,3,31,1,-9.815,0.450,-0.081,0.006,-0.016,0.006,63.12,1,940.74,44.10,669.96,1,938.58,44.91,641.08
T,3704214,1,353479098,-1178094392,624813,20989990,3,30,1,-9.806,0.407,-0.278,0.002,-0.011,0.007,62.71,1,940.83,44.06,669.17,1,938.64,44.87,640.55
T,3705202,1,353479097,-1178094388,624771,20989990,3,30,1,-9.863,0.287,-0.498,-0.007,-0.010,0.006,62.59,1,940.81,43.97,669.35,1,938.62,44.77,640.72
T,3706191,1,353479094,-1178094383,624758,20989990,3,30,1,-9.801,0.354,-0.182,0.015,-0.016,0.006,62.44,1,940.79,43.92,669.52,1,938.64,44.68,640.55
T,3707288,1,353479092,-1178094381,624724,20989990,3,30,1,-9.835,0.373,-0.392,0.016,-0.012,0.006,62.29,1,940.85,43.86,668.99,1,938.72,44.62,639.84
T,3708186,1,353479088,-1178094383,624727,20989990,3,31,1,-9.844,0.244,-0.211,0.013,-0.016,0.005,62.28,1,940.82,43.91,669.26,1,938.68,44.54,640.19
T,3709276,1,353479084,-1178094386,624745,20989990,3,31,1,-9.830,0.397,-0.153,0.006,-0.012,0.007,62.16,1,940.81,43.92,669.35,1,938.64,44.46,640.55
T,3710270,1,353479082,-1178094387,624753,20989990,3,31,1,-9.835,0.325,-0.340,0.010,-0.012,0.006,62.10,1,940.80,43.89,669.43,1,938.68,44.38,640.19
T,3711266,1,353479078,-1178094388,624790,20989990,3,31,1,-9.839,0.364,-0.206,0.002,-0.013,0.006,61.94,1,940.82,43.85,669.26,1,938.72,44.30,639.84
T,3712260,1,353479075,-1178094388,624835,20989990,3,31,1,-9.839,0.321,-0.215,0.002,-0.013,0.005,61.98,1,940.85,43.85,668.99,1,938.68,44.26,640.19
T,3713251,1,353479073,-1178094387,624886,20989990,3,32,1,-9.815,0.345,-0.278,0.004,-0.013,0.006,61.65,1,940.80,43.81,669.43,1,938.70,44.21,640.02
T,3714244,1,353479068,-1178094387,624924,20989990,3,31,1,-9.835,0.431,-0.316,0.009,-0.013,0.007,61.49,1,940.87,43.78,668.82,1,938.72,44.19,639.84
